Marking,"CAT","STIG Id","Group Id","Group Title","Rule Id","Rule Title","Check","Fix","Discussion","CCIs"
(CUI),"CAT 2","CNTR-K8-000860","V-242405","SRG-APP-000133-CTR-000295","SV-242405r960960_rule","The Kubernetes manifests must be owned by root.","On the Control Plane, change to the /etc/kubernetes/manifest directory. Run the command:
ls -l *

Each manifest file must be owned by root:root.

If any manifest file is not owned by root:root, this is a finding.","On the Control Plane, change to the /etc/kubernetes/manifest directory. Run the command:
chown root:root *

To verify the change took place, run the command:
ls -l *

All the manifest files should be owned by root:root.","The manifest files contain the runtime configuration of the API server, proxy, scheduler, controller, and etcd. If an attacker can gain access to these files, changes can be made to open vulnerabilities and bypass user authorizations inherit within Kubernetes with RBAC implemented.","001499"
(CUI),"CAT 2","CNTR-K8-000880","V-242406","SRG-APP-000133-CTR-000300","SV-242406r960960_rule","The Kubernetes KubeletConfiguration file must be owned by root.","On the Kubernetes Control Plane and Worker nodes, run the command:
ps -ef | grep kubelet

Check the config file (path identified by: --config):

Change to the directory identified by --config (example /etc/sysconfig/) run the command:
ls -l kubelet

Each kubelet configuration file must be owned by root:root.

If any manifest file is not owned by root:root, this is a finding.","On the Control Plane and Worker nodes, change to the --config directory. Run the command:
chown root:root kubelet

To verify the change took place, run the command:
ls -l kubelet

The kubelet file should now be owned by root:root.","The kubelet configuration file contains the runtime configuration of the kubelet service. If an attacker can gain access to this file, changes can be made to open vulnerabilities and bypass user authorizations inherent within Kubernetes with RBAC implemented.","001499"
(CUI),"CAT 2","CNTR-K8-000890","V-242407","SRG-APP-000133-CTR-000305","SV-242407r960960_rule","The Kubernetes KubeletConfiguration files must have file permissions set to 644 or more restrictive.","On the Kubernetes Control Plane and Worker nodes, run the command:
ps -ef | grep kubelet

Check the config file (path identified by: --config):

Change to the directory identified by --config (example /etc/sysconfig/) and run the command:
ls -l kubelet

Each KubeletConfiguration file must have permissions of ""644"" or more restrictive.

If any KubeletConfiguration file is less restrictive than ""644"", this is a finding.","On the Kubernetes Control Plane and Worker nodes, run the command:
ps -ef | grep kubelet

Check the config file (path identified by: --config):

Change to the directory identified by --config (example /etc/sysconfig/) and run the command:
chmod 644 kubelet

To verify the change took place, run the command:
ls -l kubelet

The kubelet file should now have the permissions of ""644"".","The kubelet configuration file contains the runtime configuration of the kubelet service. If an attacker can gain access to this file, changes can be made to open vulnerabilities and bypass user authorizations inherit within Kubernetes with RBAC implemented.","001499"
(CUI),"CAT 2","CNTR-K8-000900","V-242408","SRG-APP-000133-CTR-000310","SV-242408r960960_rule","The Kubernetes manifest files must have least privileges.","On both Control Plane and Worker Nodes, change to the /etc/kubernetes/manifest directory. Run the command:
ls -l *

Each manifest file must have permissions ""644"" or more restrictive.

If any manifest file is less restrictive than ""644"", this is a finding.","On both Control Plane and Worker Nodes, change to the /etc/kubernetes/manifest directory. Run the command:
chmod 644 *

To verify the change took place, run the command:
ls -l *

All the manifest files should now have privileges of ""644"".","The manifest files contain the runtime configuration of the API server, scheduler, controller, and etcd. If an attacker can gain access to these files, changes can be made to open vulnerabilities and bypass user authorizations inherent within Kubernetes with RBAC implemented.

Satisfies: SRG-APP-000133-CTR-000310, SRG-APP-000133-CTR-000295, SRG-APP-000516-CTR-001335","000366
001499"
(CUI),"CAT 2","CNTR-K8-000910","V-242409","SRG-APP-000141-CTR-000315","SV-242409r960963_rule","Kubernetes Controller Manager must disable profiling.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i profiling * 

If the setting ""profiling"" is not configured in the Kubernetes Controller Manager manifest file or it is set to ""True"", this is a finding.","Edit the Kubernetes Controller Manager manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the argument ""--profiling value"" to ""false"".","Kubernetes profiling provides the ability to analyze and troubleshoot Controller Manager events over a web interface on a host port. Enabling this service can expose details about the Kubernetes architecture. This service must not be enabled unless deemed necessary.","000381"
(CUI),"CAT 2","CNTR-K8-000920","V-242410","SRG-APP-000142-CTR-000325","SV-242410r1043177_rule","The Kubernetes API Server must enforce ports, protocols, and services (PPS) that adhere to the Ports, Protocols, and Services Management Category Assurance List (PPSM CAL).","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep kube-apiserver.manifest -I -secure-port *
grep kube-apiserver.manifest -I -etcd-servers *
-edit manifest file:
VIM <Manifest Name>
Review livenessProbe:
HttpGet:
Port:
Review ports:
- containerPort:
hostPort:
- containerPort:
hostPort:

Run command: 
kubectl describe services --all-namespaces 
Search labels for any apiserver namespaces.
Port:

Any manifest and namespace PPS or services configuration not in compliance with PPSM CAL is a finding.

Review the information systems documentation and interview the team, gain an understanding of the API Server architecture, and determine applicable PPS. If there are any PPS in the system documentation not in compliance with the CAL PPSM, this is a finding. Any PPS not set in the system documentation is a finding.

Review findings against the most recent PPSM CAL:
https://cyber.mil/ppsm/cal/

Verify API Server network boundary with the PPS associated with the CAL Assurance Categories. Any PPS not in compliance with the CAL Assurance Category requirements is a finding.","Amend any system documentation requiring revision to comply with PPSM CAL. 

Update Kubernetes API Server manifest and namespace PPS configuration to comply with PPSM CAL.","Kubernetes API Server PPSs must be controlled and conform to the PPSM CAL. Those PPS that fall outside the PPSM CAL must be blocked. Instructions on the PPSM can be found in DoD Instruction 8551.01 Policy.","000382"
(CUI),"CAT 2","CNTR-K8-000930","V-242411","SRG-APP-000142-CTR-000325","SV-242411r1043177_rule","The Kubernetes Scheduler must enforce ports, protocols, and services (PPS) that adhere to the Ports, Protocols, and Services Management Category Assurance List (PPSM CAL).","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep kube-scheduler.manifest -I -insecure-port
                grep kube-scheduler.manifest -I -secure-port
-edit manifest file:
VIM <Manifest Name>
Review  livenessProbe:
HttpGet:
Port:
Review ports:
- containerPort:
       hostPort:
- containerPort:
       hostPort:

Run Command: 
kubectl describe services --all-namespaces 
Search labels for any scheduler namespaces.
Port:

Any manifest and namespace PPS configuration not in compliance with PPSM CAL is a finding.

Review the information systems documentation and interview the team, gain an understanding of the Scheduler architecture, and determine applicable PPS. Any PPS in the system documentation not in compliance with the CAL PPSM is a finding. Any PPSs not set in the system documentation is a finding.

Review findings against the most recent PPSM CAL:
https://cyber.mil/ppsm/cal/

Verify Scheduler network boundary with the PPS associated with the CAL Assurance Categories. Any PPS not in compliance with the CAL Assurance Category requirements is a finding.","Amend any system documentation requiring revision to comply with the PPSM CAL. 

Update Kubernetes Scheduler manifest and namespace PPS configuration to comply with the PPSM CAL.","Kubernetes Scheduler PPS must be controlled and conform to the PPSM CAL. Those ports, protocols, and services that fall outside the PPSM CAL must be blocked. Instructions on the PPSM can be found in DoD Instruction 8551.01 Policy.","000382"
(CUI),"CAT 2","CNTR-K8-000940","V-242412","SRG-APP-000142-CTR-000330","SV-242412r1043177_rule","The Kubernetes Controllers must enforce ports, protocols, and services (PPS) that adhere to the Ports, Protocols, and Services Management Category Assurance List (PPSM CAL).","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command: 
grep kube-conntroller-manager.manifest -I -secure-port

-Review manifest file by executing the following:
VIM <Manifest Name>:
Review  livenessProbe:
HttpGet:
Port:
Review ports:
- containerPort:
       hostPort:
- containerPort:
       hostPort:

Run Command: 
kubectl describe services --all-namespaces 
Search labels for any controller namespaces.

Any manifest and namespace PPS or services configuration not in compliance with PPSM CAL is a finding.

Review the information systems documentation and interview the team, gain an understanding of the Controller architecture, and determine applicable PPS. Any PPS in the system documentation not in compliance with the CAL PPSM is a finding. Any PPS not set in the system documentation is a finding.

Review findings against the most recent PPSM CAL:
https://cyber.mil/ppsm/cal/

Verify Controller network boundary with the PPS associated with the Controller for Assurance Categories. Any PPS not in compliance with the CAL Assurance Category requirements is a finding.","Amend any system documentation requiring revision to comply with the PPSM CAL. 

Update Kubernetes Controller manifest and namespace PPS configuration to comply with PPSM CAL.","Kubernetes Controller ports, protocols, and services must be controlled and conform to the PPSM CAL. Those PPS that fall outside the PPSM CAL must be blocked. Instructions on the PPSM can be found in DoD Instruction 8551.01 Policy.","000382"
(CUI),"CAT 2","CNTR-K8-000950","V-242413","SRG-APP-000142-CTR-000325","SV-242413r1043177_rule","The Kubernetes etcd must enforce ports, protocols, and services (PPS) that adhere to the Ports, Protocols, and Services Management Category Assurance List (PPSM CAL).","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep kube-apiserver.manifest -I -etcd-servers *
-edit etcd-main.manifest file:
VIM <Manifest Name:
Review  livenessProbe:
HttpGet:
Port:
Review ports:
- containerPort:
       hostPort:
- containerPort:
       hostPort:
Run Command:
kubectl describe services –all-namespace
Search labels for any apiserver names spaces.
Port:

Any manifest and namespace PPS configuration not in compliance with PPSM CAL is a finding.

Review the information systems documentation and interview the team, gain an understanding of the etcd architecture, and determine applicable PPS. Any PPS in the system documentation not in compliance with the CAL PPSM is a finding. Any PPS not set in the system documentation is a finding.

Review findings against the most recent PPSM CAL:
https://cyber.mil/ppsm/cal/

Verify etcd network boundary with the PPS associated with the CAL Assurance Categories. Any PPS not in compliance with the CAL Assurance Category requirements is a finding.","Amend any system documentation requiring revision. Update Kubernetes etcd manifest and namespace PPS configuration to comply with PPSM CAL.","Kubernetes etcd PPS must be controlled and conform to the PPSM CAL. Those PPS that fall outside the PPSM CAL must be blocked. Instructions on the PPSM can be found in DoD Instruction 8551.01 Policy.","000382"
(CUI),"CAT 2","CNTR-K8-000960","V-242414","SRG-APP-000142-CTR-000330","SV-242414r1043177_rule","The Kubernetes cluster must use non-privileged host ports for user pods.","On the Control Plane, run the command:
kubectl get pods --all-namespaces

The list returned is all pods running within the Kubernetes cluster. For those pods running within the user namespaces (System namespaces are kube-system, kube-node-lease and kube-public), run the command:
kubectl get pod podname -o yaml | grep -i port

Note: In the above command, ""podname"" is the name of the pod. For the command to work correctly, the current context must be changed to the namespace for the pod. The command to do this is:

kubectl config set-context --current --namespace=namespace-name
(Note: ""namespace-name"" is the name of the namespace.)

Review the ports that are returned for the pod.

If any host-privileged ports are returned for any of the pods, this is a finding.","For any of the pods that are using host-privileged ports, reconfigure the pod to use a service to map a host non-privileged port to the pod port or reconfigure the image to use non-privileged ports.","Privileged ports are those ports below 1024 and that require system privileges for their use. If containers can use these ports, the container must be run as a privileged user. Kubernetes must stop containers that try to map to these ports directly. Allowing non-privileged ports to be mapped to the container-privileged port is the allowable method when a certain port is needed. An example is mapping port 8080 externally to port 80 in the container.","000382"
(CUI),"CAT 1","CNTR-K8-001160","V-242415","SRG-APP-000171-CTR-000435","SV-242415r1069466_rule","Secrets in Kubernetes must not be stored as environment variables.","Follow these steps to check, from the Kubernetes control plane, if secrets are stored as environment variables.

1. Find All Pods Using Secrets in Environment Variables.

To list all pods using secrets as environment variables, execute:

kubectl get pods --all-namespaces -o yaml | grep -A5 ""secretKeyRef""

If any of the values returned reference environment variables, this is a finding.

2. Check Environment Variables in a Specific Pod.

To check if a specific pod is using secrets as environment variables, execute:

kubectl get pods -n <namespace>
(Replace <namespace> with the actual namespace, or omit -n <namespace> to check in the default namespace.)
kubectl describe pod <pod-name> -n <namespace> | grep -A5 ""Environment:""

If secrets are used, output like the following will be displayed:

Environment:
  SECRET_USERNAME:   <set from secret: my-secret key: username>
  SECRET_PASSWORD:   <set from secret: my-secret key: password>

If the output is similar to this, the pod is using Kubernetes secrets as environment variables, and this is a finding.

3. Check the Pod YAML for Secret Usage.

To check the full YAML definition for environment variables, execute:

kubectl get pod <pod-name> -n <namespace> -o yaml | grep -A5 ""env:""

Example output:
yaml
CopyEdit
env:
  - name: SECRET_USERNAME
    valueFrom:
      secretKeyRef:
        name: my-secret
        key: username

This means the pod is pulling the secret named my-secret and setting SECRET_USERNAME from its username key.

If the pod is pulling a secret and setting an environment variable in the ""env:"", this is a finding.

4. Check Secrets in a Deployment, StatefulSet, or DaemonSet.

If the pod is managed by a Deployment, StatefulSet, or DaemonSet, check their configurations:

kubectl get deployment <deployment-name> -n <namespace> -o yaml | grep -A5 ""env:""

or

For all Deployments in all namespaces:

kubectl get deployments --all-namespaces -o yaml | grep -A5 ""env:""

If the pod is pulling a secret and setting an environment variable in the ""env:"", this is a finding.

5. Check Environment Variables Inside a Running Pod.

If needed, check the environment variables inside a running pod:

kubectl exec -it <pod-name> -n <namespace> -- env | grep SECRET

If any of the values returned reference environment variables, this is a finding.","Any secrets stored as environment variables must be moved to the secret files with the proper protections and enforcements or placed within a password vault.","Secrets, such as passwords, keys, tokens, and certificates must not be stored as environment variables. These environment variables are accessible inside Kubernetes by the ""Get Pod"" API call, and by any system, such as CI/CD pipeline, which has access to the definition file of the container. Secrets must be mounted from files or stored within password vaults.","004062"
(CUI),"CAT 2","CNTR-K8-001360","V-242417","SRG-APP-000211-CTR-000530","SV-242417r1137643_rule","Kubernetes must separate user functionality.","On the Control Plane, run the command:
kubectl get pods --all-namespaces

Review the namespaces and pods that are returned. Kubernetes system namespaces are kube-node-lease, kube-public, and kube-system.

If any user pods are present in the Kubernetes system namespaces, this is a finding.","Move any user pods that are present in the Kubernetes system namespaces to user specific namespaces.","Separating user functionality from management functionality is a requirement for all the components within the Kubernetes Control Plane. Without the separation, users may have access to management functions that can degrade the Kubernetes architecture and the services being offered, and can offer a method to bypass testing and validation of functions before introduced into a production environment.","001082"
(CUI),"CAT 2","CNTR-K8-001400","V-242418","SRG-APP-000219-CTR-000550","SV-242418r1043178_rule","The Kubernetes API server must use approved cipher suites.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i tls-cipher-suites *

If the setting feature tls-cipher-suites is not set in the Kubernetes API server manifest file or contains no value or does not contain TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--tls-cipher-suites"" to:
""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384""","The Kubernetes API server communicates to the kubelet service on the nodes to deploy, update, and delete resources. If an attacker were able to get between this communication and modify the request, the Kubernetes cluster could be compromised. Using approved cypher suites for the communication ensures the protection of the transmitted information, confidentiality, and integrity so that the attacker cannot read or alter this communication.","001184"
(CUI),"CAT 2","CNTR-K8-001410","V-242419","SRG-APP-000219-CTR-000550","SV-242419r1043178_rule","Kubernetes API Server must have the SSL Certificate Authority set.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i client-ca-file *

If the setting feature client-ca-file is not set in the Kubernetes API server manifest file or contains no value, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--client-ca-file"" to path containing Approved Organizational Certificate.","Kubernetes control plane and external communication are managed by API Server. The main implementation of the API Server is to manage hardware resources for pods and containers using horizontal or vertical scaling. Anyone who can access the API Server can effectively control the Kubernetes architecture. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols such as TLS. TLS provides the Kubernetes API Server with a means to authenticate sessions and encrypt traffic. 

To enable encrypted communication for API Server, the parameter client-ca-file must be set. This parameter gives the location of the SSL Certificate Authority file used to secure API Server communication.","001184"
(CUI),"CAT 2","CNTR-K8-001420","V-242420","SRG-APP-000219-CTR-000550","SV-242420r1043178_rule","Kubernetes Kubelet must have the SSL Certificate Authority set.","On the Control Plane, run the command:
ps -ef | grep kubelet

If the ""--client-ca-file"" option exists, this is a finding.

Note the path to the config file (identified by --config).

Run the command:
grep -i clientCAFile <path_to_config_file>

If the setting ""clientCAFile"" is not set or contains no value, this is a finding.","On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""--client-ca-file"" option if present.

Note the path to the config file (identified by --config).

Edit the Kubernetes Kubelet config file: 
Set the value of ""clientCAFile"" to a path containing an Approved Organizational Certificate. 

Restart the kubelet service using the following command:
systemctl daemon-reload && systemctl restart kubelet","Kubernetes container and pod configuration are maintained by Kubelet. Kubelet agents register nodes with the API Server, mount volume storage, and perform health checks for containers and pods. Anyone who gains access to Kubelet agents can effectively control applications within the pods and containers. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols such as TLS. TLS provides the Kubernetes API Server with a means to authenticate sessions and encrypt traffic.

To enable encrypted communication for Kubelet, the clientCAFile must be set. This parameter gives the location of the SSL Certificate Authority file used to secure Kubelet communication.","001184"
(CUI),"CAT 2","CNTR-K8-001430","V-242421","SRG-APP-000219-CTR-000550","SV-242421r1043178_rule","Kubernetes Controller Manager must have the SSL Certificate Authority set.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i root-ca-file *

If the setting ""--root-ca-file"" is not set in the Kubernetes Controller Manager manifest file or contains no value, this is a finding.","Edit the Kubernetes Controller Manager manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--root-ca-file"" to path containing Approved Organizational Certificate.","The Kubernetes Controller Manager is responsible for creating service accounts and tokens for the API Server, maintaining the correct number of pods for every replication controller and provides notifications when nodes are offline.  

Anyone who gains access to the Controller Manager can generate backdoor accounts, take possession of, or diminish system performance without detection by disabling system notification. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes Controller Manager with a means to be able to authenticate sessions and encrypt traffic.","001184"
(CUI),"CAT 2","CNTR-K8-001440","V-242422","SRG-APP-000219-CTR-000550","SV-242422r1043178_rule","Kubernetes API Server must have a certificate for communication.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i tls-cert-file *
grep -i tls-private-key-file *

If the setting tls-cert-file and private-key-file is not set in the Kubernetes API server manifest file or contains no value, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the value of tls-cert-file and tls-private-key-file to path containing Approved Organizational Certificate.","Kubernetes control plane and external communication is managed by API Server. The main implementation of the API Server is to manage hardware resources for pods and container using horizontal or vertical scaling. Anyone who can access the API Server can effectively control the Kubernetes architecture. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for API Server, the parameter etcd-cafile must be set. This parameter gives the location of the SSL Certificate Authority file used to secure API Server communication.","001184"
(CUI),"CAT 2","CNTR-K8-001450","V-242423","SRG-APP-000219-CTR-000550","SV-242423r1043178_rule","Kubernetes etcd must enable client authentication to secure service.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:

grep -i client-cert-auth * 

If the setting client-cert-auth is not configured in the Kubernetes etcd manifest file or set to ""false"", this is a finding.","Edit the Kubernetes etcd manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--client-cert-auth"" to ""true"" for the etcd.","Kubernetes container and pod configuration are maintained by Kubelet. Kubelet agents register nodes with the API Server, mount volume storage, and perform health checks for containers and pods. Anyone who gains access to Kubelet agents can effectively control applications within the pods and containers. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server with a means to be able to authenticate sessions and encrypt traffic.

To enable encrypted communication for Kubelet, the parameter client-cert-auth must be set. This parameter gives the location of the SSL Certificate Authority file used to secure Kubelet communication.","001184"
(CUI),"CAT 2","CNTR-K8-001460","V-242424","SRG-APP-000219-CTR-000550","SV-242424r1043178_rule","Kubernetes Kubelet must enable tlsPrivateKeyFile for client authentication to secure service.","On the Control Plane, run the command:
ps -ef | grep kubelet

If the ""--tls-private-key-file"" option exists, this is a finding. 

Note the path to the config file (identified by --config).

Run the command:
grep -i tlsPrivateKeyFile <path_to_config_file>

If the setting ""tlsPrivateKeyFile"" is not set or contains no value, this is a finding.","On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""--tls-private-key-file"" option if present.

Note the path to the config file (identified by --config).

Edit the Kubernetes Kubelet config file: 
Set ""tlsPrivateKeyFile"" to  a path containing the appropriate private key. 

Restart the kubelet service using the following command:
systemctl daemon-reload && systemctl restart kubelet","Kubernetes container and pod configuration are maintained by Kubelet. Kubelet agents register nodes with the API Server, mount volume storage, and perform health checks for containers and pods. Anyone who gains access to Kubelet agents can effectively control applications within the pods and containers. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols such as TLS. TLS provides the Kubernetes API Server with a means to authenticate sessions and encrypt traffic.

To enable encrypted communication for Kubelet, the tlsPrivateKeyFile must be set. This parameter gives the location of the SSL Certificate Authority file used to secure Kubelet communication.","001184"
(CUI),"CAT 2","CNTR-K8-001470","V-242425","SRG-APP-000219-CTR-000550","SV-242425r1043178_rule","Kubernetes Kubelet must enable tlsCertFile for client authentication to secure service.","On the Control Plane, run the command:
ps -ef | grep kubelet

If the argument for ""--tls-cert-file"" option exists, this is a finding. 

Note the path to the config file (identified by --config).

Run the command:
grep -i tlsCertFile <path_to_config_file>

If the setting ""tlsCertFile"" is not set or contains no value, this is a finding.","On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""--tls-cert-file"" option if present.

Note the path to the config file (identified by --config).

Edit the Kubernetes Kubelet config file: 
Set ""tlsCertFile"" to a path containing an Approved Organization Certificate. 

Restart the kubelet service using the following command:
systemctl daemon-reload && systemctl restart kubelet","Kubernetes container and pod configuration are maintained by Kubelet. Kubelet agents register nodes with the API Server, mount volume storage, and perform health checks for containers and pods. Anyone who gains access to Kubelet agents can effectively control applications within the pods and containers. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols such as TLS. TLS provides the Kubernetes API Server with a means to authenticate sessions and encrypt traffic.

To enable encrypted communication for Kubelet, the parameter tlsCertFile must be set. This parameter gives the location of the SSL Certificate Authority file used to secure Kubelet communication.","001184"
(CUI),"CAT 2","CNTR-K8-001480","V-242426","SRG-APP-000219-CTR-000550","SV-242426r1043178_rule","Kubernetes etcd must enable client authentication to secure service.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i peer-client-cert-auth * 

If the setting ""--peer-client-cert-auth"" is not configured in the Kubernetes etcd manifest file or set to ""false"", this is a finding.","Edit the Kubernetes etcd manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane.

Set the value of ""--peer-client-cert-auth"" to ""true"" for the etcd.","Kubernetes container and pod configuration are maintained by Kubelet. Kubelet agents register nodes with the API Server, mount volume storage, and perform health checks for containers and pods. Anyone who gains access to Kubelet agents can effectively control applications within the pods and containers. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server with a means to be able to authenticate sessions and encrypt traffic.

Etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive and should be accessible only by authenticated etcd peers in the etcd cluster. The parameter ""--peer-client-cert-auth"" must be set for etcd to check all incoming peer requests from the cluster for valid client certificates.","001184"
(CUI),"CAT 2","CNTR-K8-001490","V-242427","SRG-APP-000219-CTR-000550","SV-242427r1043178_rule","Kubernetes etcd must have a key file for secure communication.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Run the command:
    grep -i key-file *

If the setting ""key-file"" is not configured in the etcd manifest  file, this is a finding.","Edit the Kubernetes etcd manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--key-file"" to the Approved Organizational Certificate.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control the Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter key-file must be set. This parameter gives the location of the key file used to secure etcd communication.","001184"
(CUI),"CAT 2","CNTR-K8-001500","V-242428","SRG-APP-000219-CTR-000550","SV-242428r1043178_rule","Kubernetes etcd must have a certificate for communication.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i cert-file * 

If the setting ""cert-file"" is not configured in the Kubernetes etcd manifest file, this is a finding.","Edit the Kubernetes etcd manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--cert-file"" to the Approved Organizational Certificate.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control a Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter cert-file must be set. This parameter gives the location of the SSL certification file used to secure etcd communication.","001184"
(CUI),"CAT 2","CNTR-K8-001510","V-242429","SRG-APP-000219-CTR-000550","SV-242429r1043178_rule","Kubernetes etcd must have the SSL Certificate Authority set.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i etcd-cafile * 

If the setting ""--etcd-cafile"" is not configured in the Kubernetes API Server manifest file, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--etcd-cafile"" to the Certificate Authority for etcd.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control a Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter ""--etcd-cafile"" must be set. This parameter gives the location of the SSL Certificate Authority file used to secure etcd communication.","001184"
